Vin|NumeroInventario|CostoActual|Anio|Marca|Modelo|Version|Color|Interior|Estado|TipoCompra|FechaCompra|NuevoUsado|Ubicacion
LJD5AA192R0151195|15649|432364.41|2024|KIA|SELTOS|SELTOS 1.4L TURBO SXL DCT|VIVID RED + BLACK ROOF|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-08-30|NUEVO|MONTERREY
LJD5AA196R0147876|17473|432364.41|2024|KIA|SELTOS|SELTOS 1.4L TURBO SXL DCT|GRAVITY GREY + BLACK ROOF|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-07-18|NUEVO|MONTERREY
LJD5AA191R0155402|17566|432364.41|2024|KIA|SELTOS|SELTOS 1.4L TURBO SXL DCT|SPARKLING SILVER + BLACK ROOF|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-31|NUEVO|MONTERREY
LJD5AA1D6R0148112|16916|405859.71|2024|KIA|SELTOS|SELTOS 1.5L SX CVT|SNOW WHITE PEARL|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-08-26|NUEVO|MONTERREY
LJD5AA1D9R0163932|17058|405859.71|2024|KIA|SELTOS|SELTOS 1.5L SX CVT|PEWTER OLIVE|SATURN BLACK|ECECT|INTERCAMBIO|2024-12-23|NUEVO|MONTERREY
LJD5AA1D3R0171850|17134|405909.71|2024|KIA|SELTOS|SELTOS 1.5L SX CVT|PEWTER OLIVE|SATURN BLACK|PINTP|INTERCAMBIO|2024-12-28|NUEVO|MONTERREY
LJD5AA1D5R0159649|17416|405859.71|2024|KIA|SELTOS|SELTOS 1.5L SX CVT|VIVID RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-19|NUEVO|MONTERREY
LJD5AA1D1R0164282|17542|405859.71|2024|KIA|SELTOS|SELTOS 1.5L SX CVT|GRAVITY GREY|SATURN BLACK|EFCHG|INTERCAMBIO|2024-12-27|NUEVO|MONTERREY
LJD5AA1D1R0171409|17585|405859.71|2024|KIA|SELTOS|SELTOS 1.5L SX CVT|SNOW WHITE PEARL|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-31|NUEVO|MONTERREY
LJD5AA1D8S0180873|17583|358608.45|2025|KIA|SELTOS|SELTOS 1.5L EX CVT|SPARKLING SILVER|SATURN BLACK|ICAS1|INTERCAMBIO|2025-01-28|NUEVO|MONTERREY
LJD5AA192S0179603|17544|437856.8|2025|KIA|SELTOS|SELTOS 1.4L Turbo DCT SXL|VIVID RED + BLACK ROOF|SATURN BLACK|ICAS1|INTERCAMBIO|2025-01-27|NUEVO|MONTERREY
LJD5AA195S0179370|17545|437856.8|2025|KIA|SELTOS|SELTOS 1.4L Turbo DCT SXL|VIVID RED + BLACK ROOF|SATURN BLACK|ICAS1|INTERCAMBIO|2025-01-27|NUEVO|MONTERREY
LJD5AA194S0179392|17546|437856.8|2025|KIA|SELTOS|SELTOS 1.4L Turbo DCT SXL|GRAVITY GREY + BLACK ROOF|SATURN BLACK|ICAS1|INTERCAMBIO|2025-01-27|NUEVO|MONTERREY
LJD5AA190S0179597|17547|437856.8|2025|KIA|SELTOS|SELTOS 1.4L Turbo DCT SXL|WHITE PEARL + BLACK ROOF|ALPINE GRAY|ICAS1|INTERCAMBIO|2025-01-27|NUEVO|MONTERREY
KNDPV3AF0S7385445|17679|546549.48|2025|KIA|NEW SPORTAGE|Sportage 2.5L SXL T/A|SNOW WHITE PEARL|SATURN BLACK|EFEAT|INTERCAMBIO|2025-11-02|NUEVO|MONTERREY
5XYRH4JC7SG351002|17311|589150.11|2025|KIA|SORENTO|New Sorento 2.5L EX A/T - 7P|PANTERA METAL GLOSS|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-14|NUEVO|MONTERREY
5XYRH4JC4SG350745|17351|630647.31|2025|KIA|SORENTO|New Sorento 2.5L EX PACK A/T - 7P|PANTERA METAL GLOSS|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-14|NUEVO|MONTERREY
5XYRK4JF3SG342082|17531|695486.68|2025|KIA|SORENTO|New Sorento 2.5L Turbo SXL DCT - 6P|PANTERA METAL GLOSS|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-30|NUEVO|MONTERREY
3KPFE4AD6SE083156|16862|364629.6|2025|KIA|K3 SEDAN|K3 2.0L GT-LINE A/T Sedan|AURORA BLACK PEARL|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-06-12|NUEVO|MONTERREY
3KPFE4AD4SE082989|16864|364629.6|2025|KIA|K3 SEDAN|K3 2.0L GT-LINE A/T Sedan|FIERY RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-06-12|NUEVO|MONTERREY
3KPFE4AD8SE091968|17182|364629.6|2025|KIA|K3 SEDAN|K3 2.0L GT-LINE A/T Sedan|STEEL GRAY|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-28|NUEVO|MONTERREY
3KPFE4AD0SE091642|17195|364629.6|2025|KIA|K3 SEDAN|K3 2.0L GT-LINE A/T Sedan|AURORA BLACK|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-28|NUEVO|MONTERREY
3KPFC4AA7SE084022|16703|332484.94|2025|KIA|K3 SEDAN|K3 1.6L EX PACK A/T Sedan|SNOW WHITE PEARL|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-11-19|NUEVO|MONTERREY
3KPFC4AA9SE084037|17083|332484.94|2025|KIA|K3 SEDAN|K3 1.6L EX PACK A/T Sedan|SNOW WHITE PEARL|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-23|NUEVO|MONTERREY
3KPFC4AA9SE091862|17184|332484.94|2025|KIA|K3 SEDAN|K3 1.6L EX PACK A/T Sedan|SILKY SILVER|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-28|NUEVO|MONTERREY
3KPFC4AA1SE096294|17638|332484.94|2025|KIA|K3 SEDAN|K3 1.6L EX PACK A/T Sedan|SILKY SILVER|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-07-02|NUEVO|MONTERREY
3KPFB4AA1SE096945|17681|274721.85|2025|KIA|K3 SEDAN|K3 1.6L LX M/T Sedan|STEEL GREY|SATURN BLACK|EJMCM|INTERCAMBIO|2025-01-30|NUEVO|MONTERREY
3KPFB4AA6SE065450|15656|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|FIERY RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-08-31|NUEVO|MONTERREY
3KPFB4AA0SE077352|16225|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|FIERY RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-10-15|NUEVO|MONTERREY
3KPFB4AA3SE077183|16226|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|FIERY RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-10-15|NUEVO|MONTERREY
3KPFB4AA9SE080279|16840|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|AZURE BLUE|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-06-12|NUEVO|MONTERREY
3KPFB4AA0SE082826|16901|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|FIERY RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-09-12|NUEVO|MONTERREY
3KPFB4AA8SE089300|17019|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|AZURE BLUE|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-17|NUEVO|MONTERREY
3KPFB4AA7SE089420|17020|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|SILKY SILVER|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-17|NUEVO|MONTERREY
3KPFB4AA7SE085674|17023|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|AZURE BLUE|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-17|NUEVO|MONTERREY
3KPFB4AA3SE082948|17031|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|FIERY RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-19|NUEVO|MONTERREY
3KPFB4AA9SE082890|17035|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|FIERY RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-19|NUEVO|MONTERREY
3KPFB4AA0SE082597|17061|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|SILKY SILVER|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-23|NUEVO|MONTERREY
3KPFB4AA5SE082692|17068|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|SILKY SILVER|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-23|NUEVO|MONTERREY
3KPFB4AA5SE089299|17084|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|AZURE BLUE|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-23|NUEVO|MONTERREY
3KPFB4AA0SE090084|17310|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|FIERY RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-09-01|NUEVO|MONTERREY
3KPFB4AA2SE089969|17313|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|SILKY SILVER|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-14|NUEVO|MONTERREY
3KPFB4AA7SE089465|17401|285704.6|2025|KIA|K3 SEDAN|K3 1.6L LX A/T Sedan|STEEL GREY|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-15|NUEVO|MONTERREY
3KPFC4AA2SE095266|17527|304645.6|2025|KIA|K3 SEDAN|K3 1.6L EX AT SEDAN|FIERY RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-27|NUEVO|MONTERREY
3KPFB4AA8SE093413|17388|255109.78|2025|KIA|K3 SEDAN|K3 1.6L L AT|STEEL GREY|SATURN BLACK|EJMCM|INTERCAMBIO|2025-01-14|NUEVO|MONTERREY
3KPFB4AA9SE093923|17399|255109.78|2025|KIA|K3 SEDAN|K3 1.6L L AT|SILKY SILVER|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-15|NUEVO|MONTERREY
3KPFB4AAXSE093414|17403|255109.78|2025|KIA|K3 SEDAN|K3 1.6L L AT|STEEL GREY|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-15|NUEVO|MONTERREY
3KPFB4AA0SE093924|17406|255109.78|2025|KIA|K3 SEDAN|K3 1.6L L AT|SILKY SILVER|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-15|NUEVO|MONTERREY
3KPFB4AA9SE094439|17456|255109.78|2025|KIA|K3 SEDAN|K3 1.6L L AT|SILKY SILVER|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-24|NUEVO|MONTERREY
3KPFB4AA7SE094469|17561|255109.78|2025|KIA|K3 SEDAN|K3 1.6L L AT|STEEL GRAY|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-27|NUEVO|MONTERREY
3KPFU4AE4SE057229|16696|362051.56|2025|KIA|K4 SD|K4 2.0 NU EX IVT|STEEL GREY|MEDIUM GRAY|EEABL|INTERCAMBIO|2024-11-19|NUEVO|MONTERREY
3KPFU4AE4SE073348|17283|362051.56|2025|KIA|K4 SD|K4 2.0 NU EX IVT|AURORA BLACK PEARL|MEDIUM GRAY|DISPONIBLE|INTERCAMBIO|2025-10-01|NUEVO|MONTERREY
3KPFU4AE9SE076732|17299|362051.56|2025|KIA|K4 SD|K4 2.0 NU EX IVT|INTERSTELLA GRAY|MEDIUM GRAY|EUVRO|INTERCAMBIO|2025-10-01|NUEVO|MONTERREY
3KPFU4AE4SE059028|17306|362051.56|2025|KIA|K4 SD|K4 2.0 NU EX IVT|STEEL GREY|MEDIUM GRAY|DISPONIBLE|INTERCAMBIO|2025-09-01|NUEVO|MONTERREY
3KPFU4AE6SE082083|17404|362051.56|2025|KIA|K4 SD|K4 2.0 NU EX IVT|AURORA BLACK PEARL|MEDIUM GRAY|DISPONIBLE|INTERCAMBIO|2025-01-15|NUEVO|MONTERREY
3KPFU4AE8SE070890|17415|362051.56|2025|KIA|K4 SD|K4 2.0 NU EX IVT|STEEL GREY|MEDIUM GRAY|DISPONIBLE|INTERCAMBIO|2025-01-13|NUEVO|MONTERREY
3KPFT4AE3SE043566|16304|328367.79|2025|KIA|K4 SD|K4 2.0 NU LX IVT|SNOW WHITE PEARL|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-10-21|NUEVO|MONTERREY
3KPFT4AE4SE043592|16603|328367.79|2025|KIA|K4 SD|K4 2.0 NU LX IVT|SNOW WHITE PEARL|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-11-15|NUEVO|MONTERREY
3KPFT4AE8SE077356|17183|328367.79|2025|KIA|K4 SD|K4 2.0 NU LX IVT|AZURE BLUE|MEDIUM GRAY|DISPONIBLE|INTERCAMBIO|2024-12-28|NUEVO|MONTERREY
3KPFT4AE8SE070813|17314|328367.79|2025|KIA|K4 SD|K4 2.0 NU LX IVT|AZURE BLUE|MEDIUM GRAY|DISPONIBLE|INTERCAMBIO|2025-01-14|NUEVO|MONTERREY
3KPFT4AEXSE046836|17345|328367.79|2025|KIA|K4 SD|K4 2.0 NU LX IVT|STEEL GREY|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-10-29|NUEVO|MONTERREY
3KPFT4AE5SE083020|17454|317888.39|2025|KIA|K4 SD|K4 2.0 NU LX M/T|AZURE BLUE|MEDIUM GRAY|DISPONIBLE|INTERCAMBIO|2025-01-24|NUEVO|MONTERREY
3KPFS4AE1SE036201|16178|317888.39|2025|KIA|K4 SD|K4 2.0 NU L IVT|FIERY RED|MEDIUM GRAY|DISPONIBLE|INTERCAMBIO|2024-10-15|NUEVO|MONTERREY
3KPFS4AE9SE044501|16317|317888.39|2025|KIA|K4 SD|K4 2.0 NU L IVT|SNOW WHITE PEARL|MEDIUM GRAY|DISPONIBLE|INTERCAMBIO|2024-10-23|NUEVO|MONTERREY
3KPFW4AC7SE061980|17259|420816.62|2025|KIA|K4 SD|K4 1.6 GAMMA II 8AT GT LINE TURBO|SNOW WHITE PEARL|SATURN BLACK|EJMCM|PERSONA MORAL|2024-12-13|NUEVO|MONTERREY
3KPFW4AC0SE092424|17490|420405.63|2025|KIA|K4 SD|K4 1.6 GAMMA II 8AT GT LINE TURBO|AURORA BLACK PEARL|ONIX BLACK|EPVCG|INTERCAMBIO|2025-01-29|NUEVO|MONTERREY
3KPFW4AC5SE095707|17607|420405.63|2025|KIA|K4 SD|K4 1.6 GAMMA II 8AT GT LINE TURBO|FIERY RED|ONIX BLACK|EJMCM|INTERCAMBIO|2025-07-02|NUEVO|MONTERREY
3KPFW4AC8SE095703|17610|420405.63|2025|KIA|K4 SD|K4 1.6 GAMMA II 8AT GT LINE TURBO|FIERY RED|ONIX BLACK|ECAS1|INTERCAMBIO|2025-07-02|NUEVO|MONTERREY
3KPFW4AC8SE095734|17611|420405.63|2025|KIA|K4 SD|K4 1.6 GAMMA II 8AT GT LINE TURBO|STEEL GRAY|ONIX BLACK|EEABL|INTERCAMBIO|2025-07-02|NUEVO|MONTERREY
3KPFW4AE8SE092284|17526|386228.51|2025|KIA|K4 SD|K4  2.0 NU GT LINE|INTERSTELLA GRAY|ONIX BLACK|EALFC|INTERCAMBIO|2025-01-30|NUEVO|MONTERREY
3KPFW4AE7SE092213|17587|386228.51|2025|KIA|K4 SD|K4  2.0 NU GT LINE|MORNING HAZE|ONIX BLACK|EABDF|INTERCAMBIO|2025-01-30|NUEVO|MONTERREY
3KPFW4AE6SE095281|17663|386228.51|2025|KIA|K4 SD|K4  2.0 NU GT LINE|SNOW WHITE PEARL|ONYX BLACK|DISPONIBLE|INTERCAMBIO|2025-07-02|NUEVO|MONTERREY
3KPFW4AE5SE095353|17664|386228.51|2025|KIA|K4 SD|K4  2.0 NU GT LINE|INTERSTELLA GRAY|ONYX BLACK|DISPONIBLE|INTERCAMBIO|2025-07-02|NUEVO|MONTERREY
3KPFB5AA7SE089830|17185|274723.45|2025|KIA|K3 HB|K3 1.6L LX M/T HB|SNOW WHITE PEARL|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-12-28|NUEVO|MONTERREY
3KPFC5AA7SE096340|17639|332486.54|2025|KIA|K3 HB|K3 1.6L EX PACK A/T HB|STEEL GRAY|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-07-02|NUEVO|MONTERREY
3KPFC5AAXSE098244|17665|332486.54|2025|KIA|K3 HB|K3 1.6L EX PACK A/T HB|STEEL GREY|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-10-02|NUEVO|MONTERREY
3KPFC5AA6SE096359|17666|332486.54|2025|KIA|K3 HB|K3 1.6L EX PACK A/T HB|FIERY RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-10-02|NUEVO|MONTERREY
3KPFE5AD0SE083062|16704|364631.2|2025|KIA|K3 HB|K3 2.0L GT-LINE A/T HB|FIERY RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-11-19|NUEVO|MONTERREY
3KPFE5AD1SE095382|17491|364631.2|2025|KIA|K3 HB|K3 2.0L GT-LINE A/T HB|SNOW WHITE PEARL|SATURN BLACK|EABDF|INTERCAMBIO|2025-01-27|NUEVO|MONTERREY
3KPFE5AD1SE096063|17492|364631.2|2025|KIA|K3 HB|K3 2.0L GT-LINE A/T HB|STEEL GREY|SATURN BLACK|EJMCM|INTERCAMBIO|2025-01-27|NUEVO|MONTERREY
3KPFE5AD0SE095616|17539|364631.2|2025|KIA|K3 HB|K3 2.0L GT-LINE A/T HB|AURORA BLACK PEARL|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2025-01-27|NUEVO|MONTERREY
3KPFC5AA3SE095167|17636|304647.2|2025|KIA|K3 HB|K3 1.6L EX A/T HB|STEEL GREY|SATURN BLACK|EALQR|INTERCAMBIO|2025-07-02|NUEVO|MONTERREY
3KPF24AD5RE832970|15315|309983.25|2024|KIA|FORTE SEDAN|New Forte PE 2.0L LX IVT Sedan|FIERY RED|SATURN BLACK|DISPONIBLE|INTERCAMBIO|2024-07-30|NUEVO|MONTERREY
LVVDB21B4PD961636|201251|323300.0|2023|CHIREY|TIGGO|TIGGO 4 PRO PREMIUM|PLATA BRILLANTE|NEGRO|DISPONIBLE|PERSONA MORAL|2024-09-20|USADO|MONTERREY
LVTDD24B9PD051043|201332|400000.0|2023|CHIREY|TIGGO|TIGGO 8 PRO MAX PREMIUM|BLANCO PERLADO|NEGRO|DISPONIBLE|PERSONA MORAL|2025-01-13|USADO|MONTERREY
3C6SRADT8KG625180|200920|483834.91|2019|DODGE|RAM 2500|RAM 2500 CREW CAB SLT 4X2|BLANCO BRILLANTE|NEGRO|DISPONIBLE|PERSONA MORAL|2023-08-31|USADO|MONTERREY
3C4BDCAB1KT810306|201172|295000.0|2019|DODGE|JOURNEY|JOURNEY SE BLACKTOP TA|BLANCO PERLA|NEGRO|DISPONIBLE|PARTICULAR|2024-06-07|USADO|MONTERREY
LMWDT1G83N1108199|400256|295299.43|2022|DODGE|JOURNEY|JOURNEY AUT 1.5 LTS TURBO|BLANCO BRILLANTE|NEGRO|DISPONIBLE|PERSONA MORAL|2024-05-07|USADO|MONTERREY
3MZBPDDY8PM369415|201292|390000.0|2023|MAZDA|MAZDA|MAZDA3 CARBON EDITION SEDAN AUTOMATICA|NEGRO CELESTE|NEGRO|DISPONIBLE|PARTICULAR|2024-11-20|USADO|MONTERREY
5KBYF6891GB803873|200699|473933.79|2016|HONDA|PILOT|PILOT TOURING|AZUL|GRIS|DISPONIBLE|PARTICULAR|2022-11-25|USADO|MONTERREY
3HGRU5836LM004113|201224|285000.0|2020|HONDA|HR-V|HR-V  UNIQ CVT|BLANCO PLATINO|NEGRO|DISPONIBLE|PARTICULAR|2024-08-27|USADO|MONTERREY
LSGKB54H4MV046170|201159|222155.17|2021|CHEVROLET|CAVALIER|CAVALIER LS A ESTANDAR|AZUL PACIFICO|NEGRO|DISPONIBLE|PARTICULAR|2024-12-07|USADO|MONTERREY
93CEC76CXPB118231|201317|270000.0|2023|CHEVROLET|TRACKER|TRACKER LS TM|ROJO FLAMA|NEGRO|DISPONIBLE|PARTICULAR|2024-12-30|USADO|MONTERREY
93CER76C6MB137448|201318|300000.0|2021|CHEVROLET|TRACKER|PAQ. D PREMIER|ROJO FLAMA|NEGRO|DISPONIBLE|PARTICULAR|2025-04-02|USADO|MONTERREY
LZWMLMGM2NG021114|201322|250000.0|2022|CHEVROLET|GROOVE|GROOVE PAQ C PREMIER|GRIS  AURORA|NEGRO|DISPONIBLE|PARTICULAR|2025-07-02|USADO|MONTERREY
3KPF24AD7RE722051|201283|300000.0|2024|KIA|FORTE|NEW FORTE PE 2.0L LX T/M SEDAN|GRAVITY GREY|NEGRO|DISPONIBLE|PARTICULAR|2024-11-23|USADO|MONTERREY
3KPF34AD5ME324195|201156|248465.52|2021|KIA|FORTE|NEW FORTE 2.0L EX IVT SEDAN|IRON GREY|NEGRO|DISPONIBLE|PARTICULAR|2024-01-07|USADO|MONTERREY
3KPF34AD4NE420370|201256|285000.0|2022|KIA|FORTE|NEW FORTE 2.0L EX IVT SEDAN|SNOW WHITE PEARL|NEGRO|DISPONIBLE|PARTICULAR|2024-07-10|USADO|MONTERREY
3KPF24AD6ME372484|201285|215000.0|2021|KIA|FORTE|NEW FORTE 2.0L LX T/M SEDAN|SNOW WHITE PEARL|NEGRO|DISPONIBLE|PARTICULAR|2024-11-21|USADO|MONTERREY
3KPF54AD1PE582728|201259|360000.0|2023|KIA|FORTE|NEW FORTE 2.0L GT-LINE IVT SEDAN|ROJO|NEGRO|DISPONIBLE|PARTICULAR|2024-09-10|USADO|MONTERREY
3KPF54AD0ME287342|201296|286478.02|2021|KIA|FORTE|NEW FORTE 2.0L GT-LINE IVT SEDAN|FIERY RED|NEGRO|DISPONIBLE|PARTICULAR|2024-09-12|USADO|MONTERREY
3KPF54AD1NE449349|201309|275322.65|2022|KIA|FORTE|NEW FORTE 2.0L GT-LINE IVT SEDAN|SNOW WHITE PEARL|NEGRO|DISPONIBLE|PARTICULAR|2024-12-30|USADO|MONTERREY
3KPF54AD7LE221658|201330|210000.0|2020|KIA|FORTE|NEW FORTE 2.0L GT-LINE IVT SEDAN|FIERY RED|SATURN BLACK|DISPONIBLE|PARTICULAR|2025-04-02|USADO|MONTERREY
3KPFC5AA7RE021261|201320|297000.0|2024|KIA|K3 HB|K3 1.6L EX A/T HB|AZURE BLUE|NEGRO|DISPONIBLE|PARTICULAR|2025-01-13|USADO|MONTERREY
3KPA35AC0PE592079|201323|280000.0|2023|KIA|RIO HB|NEW KIA RIO 1.6L EX PACK T/A HB|STEEL GREY|NEGRO|DISPONIBLE|PARTICULAR|2025-01-29|USADO|MONTERREY
3KPA35AC8NE441181|201326|220000.0|2022|KIA|RIO HB|KIA RIO 1.6L LX T/A HB|AURORA BLACK PEARL|NEGRO|DISPONIBLE|PARTICULAR|2025-01-23|USADO|MONTERREY
3KPA34AC7PE569067|201314|210000.0|2023|KIA|NEW RIO|NEW KIA RIO 1.6L LX M/T SEDAN|SMOKE BLUE|NEGRO|DISPONIBLE|PARTICULAR|2025-08-01|USADO|MONTERREY
3KPA24BC5KE180602|201294|150000.0|2019|KIA|NEW RIO|NEW KIA RIO 1.6L L T/M SEDAN|AURORA BLACK|NEGRO|DISPONIBLE|PARTICULAR|2024-12-23|USADO|MONTERREY
3KPA34AC8NE465541|201324|215000.0|2022|KIA|NEW RIO|KIA RIO 1.6L LX T/M SEDAN|SNOW WHITE PEARL|NEGRO|DISPONIBLE|PARTICULAR|2025-11-02|USADO|MONTERREY
3KPA34AC5ME370272|300032|165000.0|2021|KIA|NEW RIO|NEW KIA RIO 1.6L LX T/A SEDAN|SPORTY BLUE|NEGRO|DISPONIBLE|PARTICULAR|2024-10-29|USADO|MONTERREY
3KPA35AC6PE516981|201306|265000.0|2023|KIA|RIO|NEW RIO EX 1.6L EX TA HB|SPORTY BLUE|NEGRO|DISPONIBLE|PARTICULAR|2025-03-01|USADO|MONTERREY
3KPF44AC9RE746868|201287|460000.0|2024|KIA|FORTE SEDAN|New Forte PE 1.6L Turbo GT DCT Sedan|SNOW WHITE PEARL|NEGRO|DISPONIBLE|PARTICULAR|2024-11-20|USADO|MONTERREY
3KPF44AC9PE624380|300036|360000.0|2023|KIA|FORTE SEDAN|New Forte PE 1.6L Turbo GT DCT Sedan|FIERY RED PEARL|NEGRO|DISPONIBLE|PARTICULAR|2025-10-02|USADO|MONTERREY
KNDCC3LC1H5046219|201007|298556.95|2017|KIA|NIRO|NIRO 1.6L EX DTC-6 HIBRIDO T/A|AURORA BLACK PEARL|PIEL NEGRA|DISPONIBLE|PARTICULAR|2023-12-30|USADO|MONTERREY
KNDCC3LC2L5337904|201270|335000.0|2020|KIA|NIRO|NIRO 1.6L EX DTC-6 HIBRIDO T/A|DEEP CERULEAN BLUE|NEGRO|DISPONIBLE|PARTICULAR|2024-10-23|USADO|MONTERREY
KNDCC3LC9L5374173|201343|330000.0|2020|KIA|NIRO|NIRO 1.6L EX DTC-6 HIBRIDO T/A|DEEP CERULEAN BLUE|NEGRO|DISPONIBLE|PARTICULAR|2025-11-02|USADO|MONTERREY
KNDJP3A46K7659391|201307|250000.0|2019|KIA|SOUL|SOUL PE 2.0L EX PACK T/A|VANILLA SHAKE|NEGRO|DISPONIBLE|PARTICULAR|2024-11-12|USADO|MONTERREY
KNDJ33AU2N7150608|201298|290000.0|2022|KIA|SOUL|NEW SOUL 2.0L EX IVT|CLEAR WHITE+RED ROOF|NEGRO|DISPONIBLE|PARTICULAR|2024-12-17|USADO|MONTERREY
U6YPG3AA6ML942275|201295|240000.0|2021|KIA|NEW SPORTAGE|NEW SPORTAGE 2.0L LX TA|DARK GRAY|NEGRO|DISPONIBLE|PARTICULAR|2024-11-27|USADO|MONTERREY
U6YPH3AA1LL780244|201334|250000.0|2020|KIA|NEW SPORTAGE|NEW SPORTAGE 2.0L EX PACK T/A|TRICOAT WHITE PEARL|NEGRO|DISPONIBLE|PARTICULAR|2025-04-02|USADO|MONTERREY
KNDPR3NC1N7982824|201257|390000.0|2022|KIA|NEW SPORTAGE|NEW SPORTAGE  2.4L SXL T/A|FIERY RED|NEGRO|DISPONIBLE|PARTICULAR|2024-03-10|USADO|MONTERREY
KNDPR3NC9K7586670|200929|415969.36|2019|KIA|NEW SPORTAGE|NEW SPORTAGE  2.4L SX T/A|IRON GREY|PIEL NEGRA|DISPONIBLE|PARTICULAR|2023-10-10|USADO|MONTERREY
KNDPR3NC9N7969903|201342|371950.0|2022|KIA|NEW SPORTAGE|New Sportage PE 2.4L EX PACK A/T|MERCURY BLUE|NEGRO|DISPONIBLE|PARTICULAR|2025-07-02|USADO|MONTERREY
KNDPU3AD7P7172730|201162|453093.09|2023|KIA|NEW SPORTAGE|Sportage 2.0L EX T/A|SNOW WHITE PEARL|NEGRO|DISPONIBLE|PARTICULAR|2024-04-07|USADO|MONTERREY
KNDPV3AF1P7195869|201272|714322.23|2023|KIA|NEW SPORTAGE|Sportage 2.5L SXL T/A|VESTA BLUE|NEGRO|DISPONIBLE|PARTICULAR|2024-10-28|USADO|MONTERREY
